video_id,filepath,word_count,character_count
Xqxd3CR-EOg,data/transcripts/Xqxd3CR-EOg.en-orig.txt,13314,69781
Kxc6ZCb0_yo,data/transcripts_recovered_research/Kxc6ZCb0_yo.hi.txt,13099,69376
81J_pa88Mi4,data/transcripts_recovered_research/81J_pa88Mi4.en.txt,13069,71144
tdplSsPk8tI,data/transcripts_recovered_research/tdplSsPk8tI.en.txt,12940,69974
tO2uXTDYWlY,data/transcripts_recovered_research/tO2uXTDYWlY.en.txt,12816,69355
Iyx7desT8h8,data/transcripts_recovered_research/Iyx7desT8h8.hi.txt,12600,66534
y7xNiREqa9M,data/transcripts/y7xNiREqa9M.en-orig.txt,12510,67920
v29_ChZwR20,data/transcripts_recovered_research/v29_ChZwR20.hi.txt,12383,65359
KZa6YfdR4Vc,data/transcripts_recovered_research/KZa6YfdR4Vc.en.txt,12097,65762
o5y-RR-OqjU,data/transcripts/o5y-RR-OqjU.en.txt,12061,65567
BR2ypLeUvBY,data/transcripts/BR2ypLeUvBY.en.txt,11967,63996
k4ShTgGxw2c,data/transcripts/k4ShTgGxw2c.txt,11687,64632
lpphjLp9dW0,data/transcripts/lpphjLp9dW0.en-orig.txt,11481,61209
uxTNtXRP7A4,data/transcripts/uxTNtXRP7A4.txt,11437,64653
BNaaeF767K8,data/transcripts/BNaaeF767K8.en.txt,11395,59151
rjLFmSXiNS8,data/transcripts/rjLFmSXiNS8.en.txt,11243,59301
0ATwmzKsHts,data/transcripts_recovered_research/0ATwmzKsHts.hi.txt,11027,58602
42a7bYUS4HI,data/transcripts/42a7bYUS4HI.txt,11014,61022
REcI14WYLfg,data/transcripts_recovered_research/REcI14WYLfg.en.txt,11001,65023
S7Xj2DjSAOo,data/transcripts/S7Xj2DjSAOo.en.txt,10987,62580
seEJzf3xKuk,data/transcripts/seEJzf3xKuk.txt,10606,60283
SHyvmu2yHRc,data/transcripts/SHyvmu2yHRc.en.txt,10475,57419
eWjwbFEcIes,data/transcripts_recovered_research/eWjwbFEcIes.hi.txt,10436,53387
DPyvzFfcVxo,data/transcripts_recovered_research/DPyvzFfcVxo.hi.txt,10149,48398
0neaOfzxy3Y,data/transcripts/0neaOfzxy3Y.en.txt,10143,55331
FsS7-0i8C-4,data/transcripts/FsS7-0i8C-4.txt,10050,47663
X3FKttoVT8k,data/transcripts/X3FKttoVT8k.txt,10000,50356
T8HPu3QiNr0,data/transcripts_recovered_research/T8HPu3QiNr0.bn.txt,9972,56736
v4keIoV9bL0,data/transcripts/v4keIoV9bL0.txt,9940,46269
3iZ5WMvDy_4,data/transcripts_recovered_research/3iZ5WMvDy_4.hi.txt,9862,49262
7WPQ2ekm7ZM,data/transcripts/7WPQ2ekm7ZM.en-orig.txt,9838,56349
Tqk_H51lqr0,data/transcripts/Tqk_H51lqr0.en-orig.txt,9834,63560
iNE_0MHCPBg,data/transcripts_recovered_research/iNE_0MHCPBg.en.txt,9827,55696
xgIkGdwPqlQ,data/transcripts_recovered_research/xgIkGdwPqlQ.en.txt,9772,53308
76pKrIr7FlM,data/transcripts/76pKrIr7FlM.en-orig.txt,9594,52742
_RfGDud954c,data/transcripts/_RfGDud954c.en.txt,9555,49918
HxEEwQDE2lI,data/transcripts_recovered_research/HxEEwQDE2lI.hi.txt,9519,46796
laKrFedAIYs,data/transcripts_recovered_research/laKrFedAIYs.en.txt,9372,51086
hJbRpHZr_d0,data/transcripts/hJbRpHZr_d0.en-orig.txt,9314,48347
52rs7XGbJvc,data/transcripts_recovered_research/52rs7XGbJvc.hi.txt,9274,41726
S9pdVzfmNvI,data/transcripts/S9pdVzfmNvI.txt,9257,47427
D5zJ5YIxOKA,data/transcripts_recovered_research/D5zJ5YIxOKA.hi.txt,9197,43984
AkLEk8bb7RI,data/transcripts_recovered_research/AkLEk8bb7RI.en.txt,9161,49186
T-y9F_n1rZM,data/transcripts/T-y9F_n1rZM.en.txt,8734,49496
4a9GieNT4Z8,data/transcripts/4a9GieNT4Z8.txt,8699,49385
HGXXOaEQEa0,data/transcripts/HGXXOaEQEa0.txt,8665,45018
ijS-ruHh_-8,data/transcripts_recovered_research/ijS-ruHh_-8.en.txt,8655,48279
CIbR7odQklk,data/transcripts/CIbR7odQklk.en.txt,8578,48433
i-Nuc_L4mio,data/transcripts_recovered_research/i-Nuc_L4mio.hi.txt,8498,38896
r_s9fyqBDDg,data/transcripts_recovered_research/r_s9fyqBDDg.en.txt,8357,48185
fvsC4x4VBpM,data/transcripts/fvsC4x4VBpM.en.txt,8314,46601
pgfmCg6-Poc,data/transcripts_recovered_research/pgfmCg6-Poc.hi.txt,8227,39564
hqSZI4xHvw8,data/transcripts_recovered_research/hqSZI4xHvw8.en.txt,8152,43216
Q-x-DX47QJo,data/transcripts_recovered_research/Q-x-DX47QJo.en.txt,8085,41592
YwMEcKsq_R0,data/transcripts_recovered_research/YwMEcKsq_R0.hi.txt,8064,38722
c8A_BkXMcKA,data/transcripts_recovered_research/c8A_BkXMcKA.hi.txt,7986,43191
24OcYjeKAZo,data/transcripts_recovered_research/24OcYjeKAZo.en.txt,7937,43411
azMcABrZNuo,data/transcripts/azMcABrZNuo.en.txt,7883,43370
AefxKKTqv5I,data/transcripts/AefxKKTqv5I.en.txt,7866,42287
XZtA3D5fdJs,data/transcripts/XZtA3D5fdJs.txt,7797,42175
BlyAhlQvF04,data/transcripts_recovered_research/BlyAhlQvF04.hi.txt,7777,39104
6AK0fkhCjO4,data/transcripts_recovered_research/6AK0fkhCjO4.hi.txt,7713,40113
7jc1TMMnEbM,data/transcripts_recovered_research/7jc1TMMnEbM.en.txt,7610,41890
MVckEuCgVmY,data/transcripts_recovered_research/MVckEuCgVmY.hi.txt,7610,39509
iHwQb0U3ioA,data/transcripts/iHwQb0U3ioA.txt,7434,47366
xivKGF3fDpA,data/transcripts_recovered_research/xivKGF3fDpA.en.txt,7426,40547
2pEUxdJxm3U,data/transcripts_recovered_research/2pEUxdJxm3U.en.txt,7361,38924
7axw1ORZhV8,data/transcripts_recovered_research/7axw1ORZhV8.en.txt,7354,39708
FKOpBDx-IMk,data/transcripts_recovered_research/FKOpBDx-IMk.hi.txt,7337,37489
vOlbsk_ru_U,data/transcripts_recovered_research/vOlbsk_ru_U.hi.txt,7202,36567
ZNmXEDIpuXg,data/transcripts/ZNmXEDIpuXg.txt,7138,40247
jjIdKAP6PEM,data/transcripts/jjIdKAP6PEM.en.txt,7130,36900
NHPENqo4x4M,data/transcripts_recovered_research/NHPENqo4x4M.hi.txt,7051,34561
JqYSRv8QgRQ,data/transcripts/JqYSRv8QgRQ.en.txt,6961,38685
DsV7FJ0Xvnk,data/transcripts_recovered_research/DsV7FJ0Xvnk.en.txt,6950,37943
JhLECip4b4I,data/transcripts/JhLECip4b4I.en.txt,6889,35930
nrp-g2BQ1FA,data/transcripts/nrp-g2BQ1FA.txt,6854,39259
V_qBVguvIkc,data/transcripts_recovered_research/V_qBVguvIkc.hi.txt,6844,31469
JbzEmGWh1mc,data/transcripts_recovered_research/JbzEmGWh1mc.en.txt,6814,38432
Cn69_7WkUSM,data/transcripts_recovered_research/Cn69_7WkUSM.en.txt,6797,36358
mmG4jDBWIsU,data/transcripts_recovered_research/mmG4jDBWIsU.en.txt,6787,37400
Tx1dODB8ox0,data/transcripts/Tx1dODB8ox0.txt,6766,36163
XgPRT2axJUM,data/transcripts_recovered_research/XgPRT2axJUM.en.txt,6726,39127
rtF8Y8JOMdQ,data/transcripts/rtF8Y8JOMdQ.en.txt,6616,37913
Zb3NOnN70pQ,data/transcripts/Zb3NOnN70pQ.txt,6597,44926
RBwItubQCoQ,data/transcripts/RBwItubQCoQ.en.txt,6591,35349
rsD7BTTzAJk,data/transcripts/rsD7BTTzAJk.txt,6520,37485
UG8DzCVxldI,data/transcripts_recovered_research/UG8DzCVxldI.hi.txt,6474,32979
7nWJrh6-umI,data/transcripts/7nWJrh6-umI.en-orig.txt,6404,33407
0XoCpPXlV4w,data/transcripts_recovered_research/0XoCpPXlV4w.en.txt,6403,35577
gSpwZOzqbWI,data/transcripts/gSpwZOzqbWI.en.txt,6367,34364
z7RdbXnjjMc,data/transcripts_recovered_research/z7RdbXnjjMc.en.txt,6345,34617
8QTYAyi0iD4,data/transcripts/8QTYAyi0iD4.txt,6305,37466
lA9dHOAGUjs,data/transcripts_recovered_research/lA9dHOAGUjs.en.txt,6250,33929
xsf1eHv_vSE,data/transcripts_recovered_research/xsf1eHv_vSE.hi.txt,6189,30322
WMFphvkfX1E,data/transcripts/WMFphvkfX1E.txt,6166,34174
PBM7Fs03FuI,data/transcripts_recovered_research/PBM7Fs03FuI.hi.txt,6121,30137
MhLMPC5zjWc,data/transcripts/MhLMPC5zjWc.txt,6051,49082
mFKrbvCrs5s,data/transcripts_recovered_research/mFKrbvCrs5s.en.txt,6038,33488
eeaerqpZd7g,data/transcripts_recovered_research/eeaerqpZd7g.hi.txt,5994,29664
CgmAmbaWiec,data/transcripts_recovered_research/CgmAmbaWiec.hi.txt,5975,27163
Zi6BXd5OjrI,data/transcripts_recovered_research/Zi6BXd5OjrI.en.txt,5968,30873
GTYUovcslV0,data/transcripts_recovered_research/GTYUovcslV0.en.txt,5952,33283
kkvjhnSG3pQ,data/transcripts_recovered_research/kkvjhnSG3pQ.en.txt,5929,32133
kvd5fCy-ITE,data/transcripts_recovered_research/kvd5fCy-ITE.en.txt,5928,32213
D46TlqnV0hE,data/transcripts_recovered_research/D46TlqnV0hE.hi.txt,5922,28516
SPWeCdEFZDY,data/transcripts_recovered_research/SPWeCdEFZDY.en.txt,5921,31240
6Q2VsWvIFrg,data/transcripts_recovered_research/6Q2VsWvIFrg.en.txt,5855,34091
Sc08I9A0oLU,data/transcripts_recovered_research/Sc08I9A0oLU.hi.txt,5835,29369
6u2Az-WuzVA,data/transcripts_recovered_research/6u2Az-WuzVA.en.txt,5819,31230
znl48C9WgYQ,data/transcripts_recovered_research/znl48C9WgYQ.hi.txt,5773,27296
KYKcxkZzHp8,data/transcripts_recovered_research/KYKcxkZzHp8.en.txt,5761,31491
xR9j7yG-94A,data/transcripts_recovered_research/xR9j7yG-94A.en.txt,5723,31074
3-4dvMSYSis,data/transcripts_recovered_research/3-4dvMSYSis.en.txt,5713,31833
tYr0q8HLkQY,data/transcripts_recovered_research/tYr0q8HLkQY.hi.txt,5705,27195
vRA895CMn1o,data/transcripts_recovered_research/vRA895CMn1o.en.txt,5688,32430
4vTJHUDB5ak,data/transcripts/4vTJHUDB5ak.en-orig.txt,5670,28678
KOBl2gMTsUI,data/transcripts_recovered_research/KOBl2gMTsUI.en.txt,5637,30602
jwT2IjDGov8,data/transcripts/jwT2IjDGov8.en.txt,5540,30520
otGmdJKC1mE,data/transcripts/otGmdJKC1mE.en-orig.txt,5487,30206
5R1yX_2iFbM,data/transcripts/5R1yX_2iFbM.txt,5371,29357
R-rwd5yGBr0,data/transcripts/R-rwd5yGBr0.txt,5363,25511
R_FsSuJXlk0,data/transcripts/R_FsSuJXlk0.en-orig.txt,5258,28775
eJ86TdGHuEA,data/transcripts_recovered_research/eJ86TdGHuEA.hi.txt,5243,26927
v9QMhGittCM,data/transcripts_recovered_research/v9QMhGittCM.hi.txt,5239,28076
smd0j-mQSMg,data/transcripts/smd0j-mQSMg.txt,5158,33894
O9jEWwVDnyc,data/transcripts_recovered_research/O9jEWwVDnyc.hi.txt,5136,24532
qAaqF8kgN4M,data/transcripts/qAaqF8kgN4M.txt,5124,25661
Ux0Cc9Gj5R8,data/transcripts/Ux0Cc9Gj5R8.en.txt,5120,29832
Ai75uMYMreQ,data/transcripts/Ai75uMYMreQ.en.txt,5093,27396
hlgCifQfPnk,data/transcripts_recovered_research/hlgCifQfPnk.hi.txt,5072,25145
K7YeE3zSQdE,data/transcripts_recovered_research/K7YeE3zSQdE.hi.txt,5048,23813
qbpqq7VB8ek,data/transcripts/qbpqq7VB8ek.txt,4923,22299
w_GjTWW5jPk,data/transcripts/w_GjTWW5jPk.txt,4854,25773
1kEjSd8i7Wc,data/transcripts/1kEjSd8i7Wc.en.txt,4848,27851
zJFk62RSVVY,data/transcripts_recovered_research/zJFk62RSVVY.hi.txt,4840,23997
lwld6izt6cA,data/transcripts_recovered_research/lwld6izt6cA.en.txt,4774,27061
EnaJ6CfZEco,data/transcripts_recovered_research/EnaJ6CfZEco.en.txt,4772,25829
q_0aUDl_DyU,data/transcripts/q_0aUDl_DyU.txt,4659,24399
t6B6jkuUHEo,data/transcripts_recovered_research/t6B6jkuUHEo.hi.txt,4620,23042
CifvyJWnZxQ,data/transcripts_recovered_research/CifvyJWnZxQ.en.txt,4565,25371
nvMRN2bf0zY,data/transcripts_recovered_research/nvMRN2bf0zY.en.txt,4538,25279
0xD29uC3Pow,data/transcripts/0xD29uC3Pow.en.txt,4530,26277
5RE5DlLU-4g,data/transcripts/5RE5DlLU-4g.txt,4511,24630
UnNImpebWA8,data/transcripts/UnNImpebWA8.en.txt,4473,24003
GJBWWrc5YSs,data/transcripts_recovered_research/GJBWWrc5YSs.hi.txt,4471,21124
Jp5n2uTR6oA,data/transcripts_recovered_research/Jp5n2uTR6oA.en.txt,4428,24061
u-ExPW6VGTE,data/transcripts_recovered_research/u-ExPW6VGTE.en.txt,4427,23696
w4CE-SMokQI,data/transcripts_recovered_research/w4CE-SMokQI.hi.txt,4378,21124
1qT4xNS0Ws8,data/transcripts/1qT4xNS0Ws8.en.txt,4254,22571
1NcXFB8lQmo,data/transcripts/1NcXFB8lQmo.en.txt,4239,23920
pVMoE6ISi0c,data/transcripts/pVMoE6ISi0c.txt,4217,23406
BdD0OyQyzEo,data/transcripts_recovered_research/BdD0OyQyzEo.hi.txt,4158,21574
y8aiwgZpzmo,data/transcripts/y8aiwgZpzmo.en.txt,4130,21373
LG4WlJNuAb0,data/transcripts_recovered_research/LG4WlJNuAb0.hi.txt,4046,19228
TVlLod9gHW8,data/transcripts/TVlLod9gHW8.en-orig.txt,4013,22232
e0WDBtTr7_o,data/transcripts_recovered_research/e0WDBtTr7_o.hi.txt,4001,19192
2088EJFs5fQ,data/transcripts_recovered_research/2088EJFs5fQ.en.txt,3991,21153
BrqZXHcffDA,data/transcripts_recovered_research/BrqZXHcffDA.en.txt,3981,22212
TLNnshDVRao,data/transcripts/TLNnshDVRao.en-orig.txt,3941,20619
OfHrOE6t1h0,data/transcripts_recovered_research/OfHrOE6t1h0.hi.txt,3923,20384
XRmDFoEIk8I,data/transcripts_recovered_research/XRmDFoEIk8I.hi.txt,3919,19743
VT5itSvfn5g,data/transcripts_recovered_research/VT5itSvfn5g.en.txt,3906,22802
Plf5Dg4BVsI,data/transcripts_recovered_research/Plf5Dg4BVsI.hi.txt,3852,18390
uWsNWorJLcM,data/transcripts_recovered_research/uWsNWorJLcM.hi.txt,3827,17768
ZQt8OSTmXj0,data/transcripts/ZQt8OSTmXj0.en-en.txt,3810,23737
Av5ib_XRKT4,data/transcripts_recovered_research/Av5ib_XRKT4.en.txt,3792,21652
RzYiFBi82dI,data/transcripts/RzYiFBi82dI.txt,3783,20931
pNDR2cHqdZ4,data/transcripts/pNDR2cHqdZ4.txt,3747,21043
y9yZYylDQ4I,data/transcripts/y9yZYylDQ4I.txt,3743,20083
6Ab0gUuhs4w,data/transcripts_recovered_research/6Ab0gUuhs4w.hi.txt,3725,17338
MkrFz5QRjOs,data/transcripts_recovered_research/MkrFz5QRjOs.en.txt,3684,19329
LAuhSmFz9rM,data/transcripts_recovered_research/LAuhSmFz9rM.en.txt,3647,19854
4HN--v2kpz0,data/transcripts_recovered_research/4HN--v2kpz0.hi.txt,3635,18911
X0f2R6H98BQ,data/transcripts_recovered_research/X0f2R6H98BQ.en.txt,3579,20666
n5TVO7Cyd9c,data/transcripts/n5TVO7Cyd9c.en.txt,3576,18634
9nob14yzO-g,data/transcripts_recovered_research/9nob14yzO-g.en.txt,3529,18733
N42eZHCExBo,data/transcripts/N42eZHCExBo.txt,3454,19405
6RcHuAr8s70,data/transcripts/6RcHuAr8s70.en.txt,3334,16781
3eKZF98ixLk,data/transcripts_recovered_research/3eKZF98ixLk.en.txt,3231,16648
SkT4ll953as,data/transcripts_recovered_research/SkT4ll953as.en.txt,3221,17597
WG4UmATp1Vs,data/transcripts_recovered_research/WG4UmATp1Vs.kn.txt,3198,20801
LQllvEizyM0,data/transcripts_recovered_research/LQllvEizyM0.hi.txt,3197,15714
JE-PiYfUWJA,data/transcripts/JE-PiYfUWJA.en.txt,3186,17046
VPJwv5iWDF4,data/transcripts_recovered_research/VPJwv5iWDF4.hi.txt,3162,15021
IwZQp9Yq1TI,data/transcripts_recovered_research/IwZQp9Yq1TI.en.txt,3136,17562
-8kiR-YOgsY,data/transcripts_recovered_research/-8kiR-YOgsY.en.txt,3103,17465
d5rD6w6zgpQ,data/transcripts/d5rD6w6zgpQ.en.txt,3071,17081
bnKWCuyZQy0,data/transcripts_recovered_research/bnKWCuyZQy0.en.txt,3063,16532
27RPeMZIi3Y,data/transcripts/27RPeMZIi3Y.en.txt,3039,15799
hZkdJw2n5G4,data/transcripts_recovered_research/hZkdJw2n5G4.hi.txt,3026,14702
g1H49l0pL98,data/transcripts/g1H49l0pL98.en.txt,3001,16446
BMr7gRg_LV8,data/transcripts_recovered_research/BMr7gRg_LV8.hi.txt,2980,15031
ywfhwx8ZDHo,data/transcripts/ywfhwx8ZDHo.en-orig.txt,2971,15860
8DeiE-23e38,data/transcripts_recovered_research/8DeiE-23e38.hi.txt,2953,14732
C2q4nkxolKI,data/transcripts/C2q4nkxolKI.en-orig.txt,2918,16067
V3M7z2b5Sx4,data/transcripts_recovered_research/V3M7z2b5Sx4.en.txt,2883,15831
KmhrleAYyIo,data/transcripts/KmhrleAYyIo.en.txt,2874,16094
Q1E2AbocGHs,data/transcripts_recovered_research/Q1E2AbocGHs.en.txt,2847,15359
-NUUwmholow,data/transcripts/-NUUwmholow.en.txt,2825,15064
GH5dXYEfG1s,data/transcripts/GH5dXYEfG1s.txt,2807,14661
Z6jMEMLRfXI,data/transcripts/Z6jMEMLRfXI.txt,2681,13342
acfiSv4S9aY,data/transcripts/acfiSv4S9aY.en.txt,2671,14438
0Uxhco6qwFo,data/transcripts_recovered_research/0Uxhco6qwFo.en.txt,2634,15263
mZsX9tw8FoI,data/transcripts_recovered_research/mZsX9tw8FoI.en.txt,2621,14600
T9W6XoM-x4A,data/transcripts_recovered_research/T9W6XoM-x4A.hi.txt,2610,13308
j-uKhBSLL48,data/transcripts_recovered_research/j-uKhBSLL48.en.txt,2584,14034
WrMB_KCXHPg,data/transcripts/WrMB_KCXHPg.txt,2577,15732
q5m6tMjcF8k,data/transcripts/q5m6tMjcF8k.en-orig.txt,2554,13830
-WmXnO98QYs,data/transcripts_recovered_research/-WmXnO98QYs.hi.txt,2534,13039
Kj0q3SRUM1A,data/transcripts/Kj0q3SRUM1A.en.txt,2533,15529
gNQyUal5xhQ,data/transcripts/gNQyUal5xhQ.txt,2523,13312
tHkW2akJLfY,data/transcripts_recovered_research/tHkW2akJLfY.en.txt,2500,13972
aQ3znaD0cCg,data/transcripts_recovered_research/aQ3znaD0cCg.en.txt,2459,13932
CV4QoG5Emxs,data/transcripts_recovered_research/CV4QoG5Emxs.en.txt,2442,12916
x-F7IDlG0f0,data/transcripts/x-F7IDlG0f0.txt,2430,12839
XoKsd-IwLpQ,data/transcripts_recovered_research/XoKsd-IwLpQ.en.txt,2351,13548
kq0zMkc1jQw,data/transcripts_recovered_research/kq0zMkc1jQw.hi.txt,2339,11449
cMqkFWlaguo,data/transcripts/cMqkFWlaguo.en.txt,2328,12497
FK9G5DEYQmc,data/transcripts/FK9G5DEYQmc.en.txt,2316,12038
V4QOUPfdhzk,data/transcripts/V4QOUPfdhzk.txt,2315,17584
dU0Y-ZTNYxo,data/transcripts_recovered_research/dU0Y-ZTNYxo.en.txt,2309,12519
qwRCjUBN3Ns,data/transcripts_recovered_research/qwRCjUBN3Ns.en.txt,2302,11648
NtXNYs1lPVU,data/transcripts/NtXNYs1lPVU.en.txt,2297,12587
qUipY3hkyuk,data/transcripts/qUipY3hkyuk.txt,2285,13238
G0yaF7rw928,data/transcripts/G0yaF7rw928.en-orig.txt,2276,12176
xvr75gbVs5A,data/transcripts/xvr75gbVs5A.en-orig.txt,2274,12151
tAYDAz0xctI,data/transcripts_recovered_research/tAYDAz0xctI.en.txt,2252,12774
2ZYvUAqRYcA,data/transcripts_recovered_research/2ZYvUAqRYcA.en.txt,2249,12895
t_zfJ5nLQv8,data/transcripts_recovered_research/t_zfJ5nLQv8.en.txt,2244,12562
F0LO7mfmlL8,data/transcripts/F0LO7mfmlL8.en-orig.txt,2168,10724
9hHDiazQrpU,data/transcripts/9hHDiazQrpU.en-orig.txt,2162,11419
lhw5-pJoPNk,data/transcripts/lhw5-pJoPNk.en.txt,2161,11941
AfsPHp8fmV8,data/transcripts/AfsPHp8fmV8.en.txt,2123,11450
OCyFGMOFKt8,data/transcripts_recovered_research/OCyFGMOFKt8.en.txt,2113,10957
Sa5HBmLwH00,data/transcripts/Sa5HBmLwH00.txt,2109,11403
lgr6pC8NZ7c,data/transcripts/lgr6pC8NZ7c.en-orig.txt,2064,12067
2t7ODAaZeFY,data/transcripts_recovered_research/2t7ODAaZeFY.en.txt,2027,11279
BorcTOHZ6-c,data/transcripts/BorcTOHZ6-c.en-orig.txt,2021,10880
bfagZf_1n-s,data/transcripts/bfagZf_1n-s.txt,2016,10673
gJk-AgfvS_4,data/transcripts/gJk-AgfvS_4.en.txt,2012,10628
yJmMYPRU_UI,data/transcripts/yJmMYPRU_UI.en-orig.txt,1989,11407
C12o2Cwl_u0,data/transcripts/C12o2Cwl_u0.en.txt,1984,9801
7ZaCm7PfUNs,data/transcripts/7ZaCm7PfUNs.en.txt,1978,10597
Ntf9bQiO1p0,data/transcripts/Ntf9bQiO1p0.en-orig.txt,1968,9970
q10D3JUegmE,data/transcripts/q10D3JUegmE.en-orig.txt,1964,10137
lRC3UxJF3ZM,data/transcripts_recovered_research/lRC3UxJF3ZM.hi.txt,1955,9280
lKQ3WGLDBjQ,data/transcripts_recovered_research/lKQ3WGLDBjQ.hi.txt,1922,8847
5oS0wVx9KAw,data/transcripts_recovered_research/5oS0wVx9KAw.en.txt,1917,8797
pBvrz1E2oXg,data/transcripts_recovered_research/pBvrz1E2oXg.en.txt,1916,10634
B7XpkH6pzlg,data/transcripts_recovered_research/B7XpkH6pzlg.en.txt,1906,10942
bUbKvHgR9sc,data/transcripts_recovered_research/bUbKvHgR9sc.hi.txt,1905,9215
s3XjI9qlOCY,data/transcripts_recovered_research/s3XjI9qlOCY.en.txt,1896,10595
YdBlP7DlYek,data/transcripts/YdBlP7DlYek.en-orig.txt,1882,10412
K250wjFz26w,data/transcripts/K250wjFz26w.en.txt,1871,10023
h8Kn1BcuLjE,data/transcripts/h8Kn1BcuLjE.en.txt,1871,9232
t-mknfY6GIY,data/transcripts_recovered_research/t-mknfY6GIY.hi.txt,1871,8625
ODuBxm5P1FQ,data/transcripts_recovered_research/ODuBxm5P1FQ.hi.txt,1855,8007
Ltpr7aSX6Cs,data/transcripts_recovered_research/Ltpr7aSX6Cs.hi.txt,1853,9089
loEP6SecmHE,data/transcripts_recovered_research/loEP6SecmHE.en.txt,1850,10156
8c5XwUaJ5ZE,data/transcripts_recovered_research/8c5XwUaJ5ZE.hi.txt,1841,9307
gk7YtCg32HA,data/transcripts/gk7YtCg32HA.txt,1835,10429
n1F9VmD1gmg,data/transcripts_recovered_research/n1F9VmD1gmg.en.txt,1832,9257
4le2T-Ww-Iw,data/transcripts/4le2T-Ww-Iw.en.txt,1808,9883
cipmQDkJWRk,data/transcripts_recovered_research/cipmQDkJWRk.en.txt,1800,10348
ywL_5NITNeY,data/transcripts/ywL_5NITNeY.en.txt,1791,9072
Iwuib4fD6dM,data/transcripts_recovered_research/Iwuib4fD6dM.en.txt,1778,10368
JDIUb3h1b7E,data/transcripts/JDIUb3h1b7E.txt,1776,9944
HRjstAj88dI,data/transcripts/HRjstAj88dI.txt,1765,7138
BoW7txckm88,data/transcripts/BoW7txckm88.en.txt,1749,9299
CusuNrovDJc,data/transcripts_recovered_research/CusuNrovDJc.en-IN.txt,1699,10185
vQ7ZvPghdy8,data/transcripts/vQ7ZvPghdy8.en.txt,1684,9178
US9UELGrkWE,data/transcripts_recovered_research/US9UELGrkWE.en.txt,1673,9506
