video_id,title,channel,upload_date,duration,view_count,year,priority
Fwnbqyr6nvM,Yoga Sangam IDY 2025 Test,Priyanka's Yoga Studio,20250620,195,10,2025,1.0
FG6m2iBW7qQ,"""Yoga for one Earth, One Health ""International Yoga day 2025 at NAMCE 🥰🤍💚",Lipika sarkar,20250622,236,9,2025,1.0
aM0kgKIz9UM,What Happens When an Entire Workplace Pauses Together? | International Yoga Day 2026,Zariyaa Festivals,20260520,232,9,2026,1.0
WwaHfZiLoXk,international yoga day...yoga for self and society,Explore the divinity,20240626,193,8,2024,1.0
zSLdcsEe94g,Yoga for self and society#internationalyogaday#21st June#longestdayoftheyear,"YOGA,DANCE AND TRAVEL FREAK GIRLS(GhummakadLadies)",20240622,64,8,2024,1.0
NOK9-J_s3_8,IDY 2025,Davin's Fun Time,20250615,191,8,2025,1.0
fsWitGfWyHI,Free Chair Yoga Class in Callao region | IDY 2026,India in Peru,20260428,102,8,2026,1.0
9nob14yzO-g,Celebrated Women’s Day 2026 with an inspiring international seminar on Yoga for Women’s Empowerment.,Manushi Yoga,20260311,1390,8,2026,1.0
hEvQgTEe5eY,"International Yoga Day 2025 Celebration | Yoga for One Earth, One Health",Vadodara Airport ,20250621,154,7,2025,1.0
0wJKeCwiNTM,"10th International Yoga Day , yoga for self and society 🙏",Rebootwithnidhi ,20240622,167,7,2024,1.0
FJM8kEO2mPY,Yoga Break @ Workspace | Part 2 | By Ministry of Ayush | #indiaeswatini,"High Commission of India Mbabane, Eswatini",20230329,116,7,2023,1.0
UxnQCbsBc2c,International Day of Yoga ( IDY -2025) celebrated in Eastern Railway with great zeal and enthusiasm.,Eastern Railway,20250621,37,7,2025,1.0
KS1lN6AJwCI,International yoga day I Yoga for self and Society 2024 theme #internationalyogaday #latestupdate,Srishti GK,20240621,235,7,2024,1.0
GpWHLMVk0xU,Practice Of 11th international Day Of Yoga 2025🧘🕉️ #idy 2025#21june2025#yogi #yogapractice #yoglife,Pooja Gautam ,20250620,129,7,2025,1.0
aBw1tuS36HY,"Yoga for One Earth, One Health | CircusInc",circusincevents,20250702,69,7,2025,1.0
WDhvcUSkggo,"Yoga for One Earth, One Health  #internationaldayofyoga2024   #YogaForOneEarthOneHealth #Yoga2025",Master Mind Ai,20250621,64,6,2025,1.0
HH6Dy5uoTCg,"YOGA for SELF And society.. purified Thoughts, Strongly Bound Society",VIRENDRA DR,20240621,75,6,2024,1.0
kMvjE4XbbSU,"Yoga for One Earth, One Health | What Yoga Really Means in 2025",YogaPartner,20250622,236,6,2025,1.0
APYeSdP7oOU,"International Day of Yoga| YOGA FOR ONE EARTH, ONE HEALTH|","HOWRAH DIVISION, EASTERN RAILWAY",20250619,36,5,2025,1.0
w-ujgTZTT5Q,International Day of Yoga 🧘‍♀️ Ministry of Ayush..,Bhagyalaxmi,20260424,353,4,2026,1.0
Sehy0gAyv2k,“Yoga for self and society“Happy 10th international yoga day 2024.#yogaday2024 #internationalyogaday,Nakhipot yoga sadhana kendra lalitpur 14,20240621,24,4,2024,1.0
vga8bkCMCEw,"Hema Malini Inspires: Embrace Yoga for One Earth, One Health on June 21, 2025!",Pop Culture Insights,20250614,151,4,2025,1.0
PmCVcjloRj8,Yoga for self and society,Mediqueen Doctor Pageant 2024,20240621,60,3,2024,1.0
cQd85Evi0ak,Embassy organized International Day of Yoga celebration in Haapsalu on 30.05.2026,India in Estonia,20260601,61,3,2026,1.0
ei6Ih8NTqb8,Yoga for Self and society #internationalyoga #trending #yoga#reiki #yogadayeveryday #trendingshorts,"Suman Malik – Poetry & Power , content writer",20240619,89,3,2024,1.0
GzkKnhOvqiM,"Flagging off International Day of Yoga (IDY), 2025",CGI Shanghai,20250722,54,2,2025,1.0
Fo9RonC90iQ,🌿 *YOGA WELLNESS FESTIVAL 2026* 🌿✨ *This International Yoga Day.🔥,Homey official ,20260531,5,2,2026,1.0
Dq5nE-NDJxU,IDY 2025 HMT,GOVT. AYU. DISP. GH HIMATNAGAR,20250621,321,1,2025,1.0
U8Xap8TH2kM,"Yoga for One Earth, One Health",NWRailways,20250619,15,1,2025,1.0
H8839nIXsog,Live: Yoga Day 2023 with PM Modi  | United Nations from New York,P1NEWS,20230621,839,1,2023,1.0
UqFEcKCGCRI,Curtain Raiser  Event of IDY-2025 at New Development Bank,CGI Shanghai,20250723,45,1,2025,1.0
ARaE7X4CLoU,PM Modi on 'Yoga for Self and Society' at Int'l Yoga Day in Srinagar | Amaravati Today,AT World News,20240621,64,0,2024,1.0
gZi7H-scLCA,"International Yoga Day 2025 – “Yoga for One Earth, One Health”",Malika,20250621,30,0,2025,1.0
atUqSETYmmo,"Yoga for One Earth One Health - Celebration of International Day of Yoga - 21st June, 2025",CGI Shanghai,20250723,61,0,2025,1.0
